adapter,adapter_config,case_id,outcome,error_class,wall_s,lm_calls,response_format_sent,matched,total,ratio,exact,wrong,missing,spurious,total_tokens
chat,ChatAdapter(use_json_adapter_fallback=False),case-0000,parse_error,AdapterParseError,11.166459480999038,1,none,0,12,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment;name;tags[0];tags[1],,963
chat,ChatAdapter(use_json_adapter_fallback=False),case-0001,parse_error,AdapterParseError,1.6216933380055707,1,none,0,14,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1],,1023
chat,ChatAdapter(use_json_adapter_fallback=False),case-0002,parse_error,AdapterParseError,4.4289705120027065,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment;name;tags[0];tags[1],,1383
chat,ChatAdapter(use_json_adapter_fallback=False),case-0003,parse_error,AdapterParseError,1.228430107992608,1,none,0,11,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1];tags[2],,929
chat,ChatAdapter(use_json_adapter_fallback=False),case-0004,parse_error,AdapterParseError,2.0708491639816202,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name,,1074
chat,ChatAdapter(use_json_adapter_fallback=False),case-0005,parse_error,AdapterParseError,0.7914592500019353,1,none,0,8,0.0,False,,address.city;address.postcode;address.street;age;employment;name;tags[0];tags[1],,840
chat,ChatAdapter(use_json_adapter_fallback=False),case-0006,parse_error,AdapterParseError,1.2829531129973475,1,none,0,13,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1];tags[2],,953
chat,ChatAdapter(use_json_adapter_fallback=False),case-0007,parse_error,AdapterParseError,1.155027016007807,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1],,923
chat,ChatAdapter(use_json_adapter_fallback=False),case-0008,parse_error,AdapterParseError,0.8144423429912422,1,none,0,8,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name,,857
chat,ChatAdapter(use_json_adapter_fallback=False),case-0009,parse_error,AdapterParseError,1.2250944830011576,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1],,933
chat,ChatAdapter(use_json_adapter_fallback=False),case-0010,parse_error,AdapterParseError,1.5967229200177826,1,none,0,14,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1],,1008
chat,ChatAdapter(use_json_adapter_fallback=False),case-0011,parse_error,AdapterParseError,1.0604534609883558,1,none,0,9,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment;name;tags[0],,916
chat,ChatAdapter(use_json_adapter_fallback=False),case-0012,parse_error,AdapterParseError,2.0263602129998617,1,none,0,12,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1],,1050
chat,ChatAdapter(use_json_adapter_fallback=False),case-0013,parse_error,AdapterParseError,1.1675027610035613,1,none,0,11,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name;tags[0],,919
chat,ChatAdapter(use_json_adapter_fallback=False),case-0014,parse_error,AdapterParseError,1.8121007599984296,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1],,995
chat,ChatAdapter(use_json_adapter_fallback=False),case-0015,parse_error,AdapterParseError,2.1333046419895254,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name,,1071
chat,ChatAdapter(use_json_adapter_fallback=False),case-0016,parse_error,AdapterParseError,1.5589100469951518,1,none,0,12,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment.company;employment.role;employment.years;name,,1013
chat,ChatAdapter(use_json_adapter_fallback=False),case-0017,parse_error,AdapterParseError,2.0315129480150063,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name,,1027
chat,ChatAdapter(use_json_adapter_fallback=False),case-0018,parse_error,AdapterParseError,2.1256887810013723,1,none,0,12,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1],,1073
chat,ChatAdapter(use_json_adapter_fallback=False),case-0019,parse_error,AdapterParseError,2.0550587739853654,1,none,0,13,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1];tags[2],,1060
chat,ChatAdapter(use_json_adapter_fallback=False),case-0020,parse_error,AdapterParseError,0.787388358003227,1,none,0,8,0.0,False,,address.city;address.postcode;address.street;age;employment;name;tags[0];tags[1],,839
chat,ChatAdapter(use_json_adapter_fallback=False),case-0021,parse_error,AdapterParseError,1.389177656994434,1,none,0,13,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment.company;employment.role;employment.years;name;tags[0],,973
chat,ChatAdapter(use_json_adapter_fallback=False),case-0022,parse_error,AdapterParseError,1.0925750549940858,1,none,0,8,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment;name,,902
chat,ChatAdapter(use_json_adapter_fallback=False),case-0023,parse_error,AdapterParseError,2.0315788880106993,1,none,0,15,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1];tags[2],,1080
chat,ChatAdapter(use_json_adapter_fallback=False),case-0024,parse_error,AdapterParseError,1.2393698929809034,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name,,948
chat,ChatAdapter(use_json_adapter_fallback=False),case-0025,parse_error,AdapterParseError,1.3026144730101805,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment;name,,952
chat,ChatAdapter(use_json_adapter_fallback=False),case-0026,parse_error,AdapterParseError,2.069038786983583,1,none,0,12,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment.company;employment.role;employment.years;name;tags[0];tags[1],,1058
chat,ChatAdapter(use_json_adapter_fallback=False),case-0027,parse_error,AdapterParseError,1.1470504939788952,1,none,0,10,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1],,912
chat,ChatAdapter(use_json_adapter_fallback=False),case-0028,parse_error,AdapterParseError,1.0610544230148662,1,none,0,9,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;employment;name;tags[0],,911
chat,ChatAdapter(use_json_adapter_fallback=False),case-0029,parse_error,AdapterParseError,1.825461202999577,1,none,0,11,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1];tags[2],,1007
json,JSONAdapter(),case-0000,ok,,1.4749889509985223,1,json_object,10,12,0.8333,False,contacts[0].phone;contacts[1].phone,,,1024
json,JSONAdapter(),case-0001,ok,,1.5816717279958539,1,json_object,14,14,1.0,True,,,,1084
json,JSONAdapter(),case-0002,ok,,0.9607345419935882,1,json_object,10,10,1.0,True,,,,941
json,JSONAdapter(),case-0003,ok,,1.044956132012885,1,json_object,11,11,1.0,True,,,,969
json,JSONAdapter(),case-0004,ok,,1.2358259670145344,1,json_object,10,10,1.0,True,,,,1009
json,JSONAdapter(),case-0005,ok,,0.8067576969915535,1,json_object,8,8,1.0,True,,,,901
json,JSONAdapter(),case-0006,ok,,1.4364072149910498,1,json_object,13,13,1.0,True,,,,1024
json,JSONAdapter(),case-0007,ok,,1.2121807360090315,1,json_object,10,10,1.0,False,,,contacts[0].email;contacts[0].phone,984
json,JSONAdapter(),case-0008,ok,,0.9235663099971134,1,json_object,8,8,1.0,True,,,,927
json,JSONAdapter(),case-0009,ok,,1.130879961012397,1,json_object,10,10,1.0,True,,,,973
json,JSONAdapter(),case-0010,ok,,1.4750810429977719,1,json_object,10,14,0.7143,False,contacts[0].email;contacts[1].email,tags[0];tags[1],,1055
json,JSONAdapter(),case-0011,ok,,1.1423292070103344,1,json_object,9,9,1.0,True,,,,981
json,JSONAdapter(),case-0012,ok,,1.393986020993907,1,json_object,12,12,1.0,True,,,,1006
json,JSONAdapter(),case-0013,ok,,1.2607720269879792,1,json_object,11,11,1.0,True,,,,980
json,JSONAdapter(),case-0014,ok,,0.9854742329916917,1,json_object,8,10,0.8,False,,tags[0];tags[1],,947
json,JSONAdapter(),case-0015,ok,,1.3560276589996647,1,json_object,10,10,1.0,True,,,,1012
json,JSONAdapter(),case-0016,ok,,1.6778576539945789,1,json_object,7,12,0.5833,False,address.street;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone,,,1074
json,JSONAdapter(),case-0017,ok,,1.1868443069979548,1,json_object,10,10,1.0,True,,,,977
json,JSONAdapter(),case-0018,ok,,1.5406846180267166,1,json_object,10,12,0.8333,False,,tags[0];tags[1],,1041
json,JSONAdapter(),case-0019,ok,,1.4109366809716448,1,json_object,13,13,1.0,True,,,,1017
json,JSONAdapter(),case-0020,ok,,0.8269550350087229,1,json_object,8,8,1.0,True,,,,900
json,JSONAdapter(),case-0021,ok,,1.896471771004144,1,json_object,8,13,0.6154,False,contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone,tags[0],,1092
json,JSONAdapter(),case-0022,ok,,1.0776872809801716,1,json_object,8,8,1.0,True,,,,963
json,JSONAdapter(),case-0023,ok,,1.6424870410119183,1,json_object,11,15,0.7333,False,contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone,,,1078
json,JSONAdapter(),case-0024,ok,,1.2273615330050234,1,json_object,10,10,1.0,True,,,,1009
json,JSONAdapter(),case-0025,ok,,1.4140084300015587,1,json_object,10,10,1.0,True,,,,1013
json,JSONAdapter(),case-0026,ok,,1.3414222729916219,1,json_object,12,12,1.0,True,,,,1012
json,JSONAdapter(),case-0027,ok,,0.997093023994239,1,json_object,10,10,1.0,True,,,,951
json,JSONAdapter(),case-0028,ok,,1.1118568570236675,1,json_object,8,9,0.8889,False,address.street,,,972
json,JSONAdapter(),case-0029,validation_error,ValidationError,0.8597990649868734,1,json_object,0,11,0.0,False,,address.city;address.postcode;address.street;age;employment.company;employment.role;employment.years;name;tags[0];tags[1];tags[2],,947
baml,BAMLAdapter(),case-0000,parse_error,AdapterParseError,1.3126232929935213,1,json_object,0,12,0.0,False,,address.city;address.postcode;address.street;age;contacts[0].email;contacts[0].phone;contacts[1].email;contacts[1].phone;employment;name;tags[0];tags[1],,596
